experiment_id,dataset,input_clip_id,raag_name,input_tempo_bpm,input_tempo_category,input_quality_tier,input_spectral_centroid,input_dynamic_range,input_duration_sec,input_chroma_sparsity,input_chroma_entropy,input_pitch_confidence,input_num_active_pitches,model_name,model_architecture,conditioning_level,conditioning_type,input_required,target_genre,target_bpm,tempo_condition,hcm_tempo_name,time_signature,rhythm_signature,random_seed,cfg_scale,generation_duration,text_prompt,tempo_mismatch_ratio,output_filename,output_spectral_centroid,output_dynamic_range,output_tempo_bpm,output_rms_energy,pitch_contour_correlation,melodic_interval_correlation,pitch_range_overlap,chroma_cosine_similarity,chroma_euclidean_distance,chroma_kl_divergence,chroma_emd,chroma_pearson_correlation,chroma_spearman_correlation,frame-by-frame_chroma_similarity,spectral_centroid_shift,dynamic_range_preservation,spectral_similarity,tempo_error_percent,tempo_achievement_score,tempo_adaptation_quality,overall_quality,melody_preservation,genre_coherence,fusion_naturalness,rhythmic_coherence,artifacts_present,generation_status,generation_date,generation_time_sec,evaluator_notes,experiment_batch
592,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",634,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.523,DS1_Saraga_shree_01_MusicGen-Melody_Jazz_Vilambit_634.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
593,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",635,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.896,DS1_Saraga_shree_01_MusicGen-Melody_Jazz_Madhya_635.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
594,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",636,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.344,DS1_Saraga_shree_01_MusicGen-Melody_Jazz_Drut_636.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
595,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",637,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.523,DS1_Saraga_shree_01_MusicGen-Melody_Funk_Vilambit_637.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
596,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",638,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.896,DS1_Saraga_shree_01_MusicGen-Melody_Funk_Madhya_638.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
597,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",639,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.344,DS1_Saraga_shree_01_MusicGen-Melody_Funk_Drut_639.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
598,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",640,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.523,DS1_Saraga_shree_01_MusicGen-Melody_Blues_Vilambit_640.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
599,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",641,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.896,DS1_Saraga_shree_01_MusicGen-Melody_Blues_Madhya_641.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
600,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",642,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.344,DS1_Saraga_shree_01_MusicGen-Melody_Blues_Drut_642.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
601,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",643,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.523,DS1_Saraga_shree_01_MusicGen-Style_Rock_Vilambit_643.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
602,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",644,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.896,DS1_Saraga_shree_01_MusicGen-Style_Rock_Madhya_644.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
603,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",645,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.344,DS1_Saraga_shree_01_MusicGen-Style_Rock_Drut_645.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
604,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",646,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.523,DS1_Saraga_shree_01_MusicGen-Style_Jazz_Vilambit_646.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
605,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",647,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.896,DS1_Saraga_shree_01_MusicGen-Style_Jazz_Madhya_647.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
606,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",648,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.344,DS1_Saraga_shree_01_MusicGen-Style_Jazz_Drut_648.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
607,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",649,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.523,DS1_Saraga_shree_01_MusicGen-Style_Funk_Vilambit_649.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
608,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",650,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.896,DS1_Saraga_shree_01_MusicGen-Style_Funk_Madhya_650.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
609,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",651,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.344,DS1_Saraga_shree_01_MusicGen-Style_Funk_Drut_651.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
610,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",652,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.523,DS1_Saraga_shree_01_MusicGen-Style_Blues_Vilambit_652.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
611,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",653,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.896,DS1_Saraga_shree_01_MusicGen-Style_Blues_Madhya_653.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
612,DS1_Saraga,shree_01,shree,133.9,Drut,PROBLEMATIC,1312.82,59.7,30.0,0.163,3.383,0.301,10.05,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",654,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.344,DS1_Saraga_shree_01_MusicGen-Style_Blues_Drut_654.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
613,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",655,3.0,30,"khat Vilambit Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.362,DS1_Saraga_khat_04_Stable-Audio-Open_Rock_Vilambit_655.wav,1643.168,80.0,143.555,0.164,0.332,0.063,0.917,0.873,25.668,0.137,0.473,-0.179,-0.007,0.65,2.685,4.682,0.977,105.058,0.0,0.0,,,,,,,completed,1761188858.506623,32.67758536338806,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
614,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",656,3.0,30,"khat Vilambit Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",2.335,DS1_Saraga_khat_04_Stable-Audio-Open_Rock_Madhya_656.wav,2257.672,17.487,95.703,0.228,-0.04,0.033,1.0,0.922,46.486,0.082,0.367,0.293,0.483,0.713,3.689,1.024,0.968,20.26,0.6,0.51,,,,,,,completed,1761188905.474521,33.06238317489624,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
615,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",657,3.0,30,"khat Vilambit Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",3.502,DS1_Saraga_khat_04_Stable-Audio-Open_Rock_Drut_657.wav,2758.124,80.0,184.57,0.126,0.296,0.023,0.833,0.884,15.176,0.129,0.515,-0.132,-0.063,0.685,4.507,4.682,0.971,2.537,1.0,0.85,,,,,,,completed,1761188953.076641,33.899200677871704,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
616,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",658,3.0,30,"khat Vilambit Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.362,DS1_Saraga_khat_04_Stable-Audio-Open_Jazz_Vilambit_658.wav,1953.853,80.0,135.999,0.103,0.064,0.007,0.917,0.777,13.06,0.219,0.725,-0.339,-0.378,0.553,3.193,4.682,0.98,94.266,0.0,0.0,,,,,,,completed,1761188998.860154,32.276960372924805,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
617,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",659,3.0,30,"khat Vilambit Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",2.335,DS1_Saraga_khat_04_Stable-Audio-Open_Jazz_Madhya_659.wav,1884.623,80.0,123.047,0.115,0.005,-0.006,1.0,0.749,12.028,0.247,0.987,-0.199,-0.238,0.493,3.08,4.682,0.964,2.523,1.0,0.85,,,,,,,completed,1761189045.80901,33.316980600357056,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
618,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",660,3.0,30,"khat Vilambit Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",3.502,DS1_Saraga_khat_04_Stable-Audio-Open_Jazz_Drut_660.wav,2680.6,80.0,123.047,0.06,-0.036,-0.03,1.0,0.89,10.798,0.117,0.484,-0.084,-0.042,0.641,4.38,4.682,0.977,31.642,0.4,0.34,,,,,,,completed,1761189092.618929,32.53726029396057,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
619,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",661,3.0,30,"khat Vilambit Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.362,DS1_Saraga_khat_04_Stable-Audio-Open_Funk_Vilambit_661.wav,1318.73,80.0,69.837,0.253,-0.039,0.017,0.667,0.778,42.566,0.266,1.177,-0.185,0.021,0.535,2.155,4.682,0.98,0.242,1.0,0.94,,,,,,,completed,1761189140.272822,33.20156955718994,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
620,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",662,3.0,30,"khat Vilambit Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",2.335,DS1_Saraga_khat_04_Stable-Audio-Open_Funk_Madhya_662.wav,3000.505,18.286,117.454,0.286,0.001,0.011,0.5,0.877,59.095,0.143,0.982,0.546,0.224,0.665,4.903,1.07,0.963,2.137,1.0,0.85,,,,,,,completed,1761189190.087848,32.74498271942139,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
621,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",663,3.0,30,"khat Vilambit Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",3.502,DS1_Saraga_khat_04_Stable-Audio-Open_Funk_Drut_663.wav,2332.555,80.0,117.454,0.261,-0.061,0.004,0.917,0.875,35.656,0.131,0.352,0.092,0.098,0.651,3.812,4.682,0.979,34.749,0.4,0.34,,,,,,,completed,1761189235.625548,32.11331582069397,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
622,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",664,3.0,30,"khat Vilambit Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.362,DS1_Saraga_khat_04_Stable-Audio-Open_Blues_Vilambit_664.wav,1443.486,80.0,143.555,0.114,-0.146,0.01,1.0,0.8,13.461,0.211,0.878,-0.19,0.098,0.475,2.359,4.682,0.973,105.058,0.0,0.0,,,,,,,completed,1761189281.65788,32.98858165740967,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
623,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",665,3.0,30,"khat Vilambit Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",2.335,DS1_Saraga_khat_04_Stable-Audio-Open_Blues_Madhya_665.wav,1203.205,19.802,117.454,0.134,0.1,0.012,0.75,0.739,14.107,0.315,0.547,-0.035,0.119,0.469,1.966,1.159,0.983,2.137,1.0,0.85,,,,,,,completed,1761189328.935544,33.629812717437744,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
624,DS1_Saraga,khat_04,khat,51.4,Vilambit,PROBLEMATIC,678.02,59.7,30.0,0.236,3.488,0.306,9.17,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",666,3.0,30,"khat Vilambit Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",3.502,DS1_Saraga_khat_04_Stable-Audio-Open_Blues_Drut_666.wav,2983.167,80.0,89.103,0.088,0.131,0.01,0.917,0.827,10.095,0.186,0.415,-0.051,-0.042,0.599,4.875,4.682,0.975,50.499,0.0,0.0,,,,,,,completed,1761189377.031624,33.071534395217896,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
